Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
920	875	915	1594	744	20.9	48.9	1.1945	1	7.4	75	80
889	831	956	1570	760	20.5	49.9	1.1903	1	6.4	74	79
825	715	1062	1462	613	20.0	50.9	1.1794	1	4.1	35	49
758	580	1215	1374	531	22.1	44.3	1.1665	0	1.9	22	36
719	522	1385	1343	509	19.8	50.3	1.1444	0	1.2	24	40
757	596	1236	1381	560	19.0	52.8	1.1489	0	2.2	30	37
890	831	922	1594	826	17.8	56.5	1.1375	1	6.4	93	67
1181	1255	632	2002	1334	18.2	55.8	1.1529	3	18.5	332	106
1332	1556	523	2394	1660	20.6	47.7	1.1448	5	30.2	387	134
1128	1124	717	1832	1362	22.8	41.9	1.1496	3	14.2	267	123
1128	1126	725	1856	1316	27.1	31.7	1.1147	3	14.3	269	136
1064	1069	766	1766	1089	30.4	26.4	1.1310	2	12.6	193	109
1139	1240	702	1940	1129	31.1	26.2	1.1647	3	18.0	239	144
1121	1214	707	1912	1120	31.4	25.3	1.1444	3	17.1	232	154
1032	1083	776	1772	916	30.8	26.7	1.1680	2	13.0	152	126
1040	1022	826	1747	812	31.8	25.6	1.1868	2	11.2	115	98
1076	1105	762	1782	959	33.5	22.9	1.1649	2	13.6	169	120
1177	1310	656	2011	1189	33.1	23.5	1.1673	4	20.5	226	145
1196	1303	654	2017	1199	31.7	25.9	1.1883	4	20.2	218	139
1204	1381	623	2085	1283	29.0	30.4	1.2013	4	23.1	245	148
1166	1304	646	2016	1291	27.4	33.6	1.2095	4	20.3	236	139
959	949	857	1640	949	25.2	36.4	1.1528	1.8	9.3	104	93
1004	997	813	1726	1018	24.0	39.6	1.1662	1.7	10.5	104	96
1050	1105	729	1807	1122	23.8	39.6	1.1558	2.4	13.6	144	104
965	900	864	1631	968	22.9	43.6	1.1974	1.2	8.0	79	83
849	744	1004	1496	806	22.8	43.9	1.2020	0.8	4.6	51	66
809	666	1093	1455	714	21.8	47.3	1.2189	0.5	3.2	38	55
768	597	1155	1396	606	21.7	46.8	1.2031	0.4	2.2	30	40
917	842	934	1656	819	20.3	52.3	1.2367	1	6.7	73	51
1252	1380	579	2210	1462	20.5	52.3	1.2450	3.8	23.1	305	117
1224	1268	605	2046	1478	21.7	49.6	1.2673	3.2	19.0	295	110
1277	1300	608	2090	1598	24.0	43.1	1.2677	3.5	20.1	331	136
1149	1192	672	1944	1449	28.5	31.7	1.2144	3.2	16.4	304	152
1091	1082	746	1790	1221	32.2	25.1	1.1890	2	13.0	210	119
1053	1087	763	1762	1023	34.9	20.5	1.1279	2	13.1	163	106
1023	1042	796	1711	910	35.4	19.9	1.1222	2.1	11.8	132	101
1085	1075	767	1786	913	34.4	22.5	1.2050	1.9	12.7	126	110
1116	1120	724	1854	1035	34.8	22.8	1.2488	2.4	14.1	150	124
1111	1131	735	1825	1085	34.3	22.4	1.1907	2.5	14.4	171	137
1210	1316	645	2030	1278	32.5	25.3	1.2165	3.6	20.7	234	159
1250	1339	616	2075	1383	31.3	27.3	1.2234	3.9	21.6	251	152
1297	1408	595	2134	1473	30.2	29.0	1.2224	4.4	24.2	294	166
1313	1345	603	2118	1507	28.5	33.3	1.2775	4.8	21.8	300	163
1146	1084	713	1829	1215	27.3	35.3	1.2606	2.5	13.0	159	121
1199	1152	685	1897	1242	26.1	37.8	1.2575	2.8	15.1	176	125
1274	1197	626	2023	1356	24.7	47.1	1.4400	3.2	16.6	192	120
1243	1072	675	1978	1195	23.6	59.8	1.7193	2.6	12.7	152	103
1054	923	783	1793	899	23.3	60.5	1.7060	1.5	8.6	63	64
962	778	929	1645	726	23.3	59.4	1.6753	1	5.3	35	44
871	639	1062	1528	684	23.7	53.5	1.5460	0.6	2.8	21	35
877	658	1047	1530	779	21.2	60.9	1.5092	0.6	3.1	41	46
893	696	1008	1548	801	22.1	56.2	1.4800	0.7	3.7	48	54
1030	851	824	1700	983	21.9	57.0	1.4742	1.2	6.9	102	68
1059	926	783	1750	989	24.7	45.9	1.4061	1.5	8.6	111	77
1020	860	864	1649	875	27.0	40.8	1.4286	1.3	7.1	93	74
1045	840	879	1656	807	29.1	37.4	1.4833	1.6	6.6	118	92
1029	866	874	1651	727	31.1	32.4	1.4351	1.5	7.2	93	83
959	763	976	1561	549	31.9	30.3	1.4125	1	5.0	56	58
975	798	939	1576	570	32.8	28.9	1.4120	1.1	5.7	51	55
988	813	927	1596	596	33.4	27.8	1.4119	1.2	6.0	52	61
971	818	942	1565	585	35.3	23.7	1.3331	1.3	6.1	59	65
999	899	869	1629	637	35.8	22.4	1.2915	1.4	8.0	62	74
989	889	889	1602	664	35.3	20.8	1.1664	1.6	7.8	85	89
1075	1020	802	1732	797	33.3	23.9	1.2085	2.1	11.1	109	103
1190	1177	695	1934	1046	30.3	30.8	1.3044	3	15.9	168	128
1172	1108	706	1878	1058	28.3	34.5	1.3084	2.8	13.7	166	122
1256	1340	594	2176	1214	27.1	38.9	1.3758	3.8	21.6	149	125
1190	1203	658	1967	1056	25.4	43.2	1.3805	3.2	16.8	118	119
1249	1310	601	2114	1280	24.6	45.3	1.3767	4.1	20.5	160	126
1072	1120	711	1838	1045	23.7	46.0	1.3346	2.6	14.1	124	100
1035	1011	750	1752	1039	23.0	48.1	1.3322	2	10.9	95	94
839	690	1030	1457	640	24.8	43.4	1.3366	0.9	3.6	34	52
804	616	1144	1427	662	21.7	50.2	1.2917	0.6	2.4	45	64
811	651	1097	1442	579	21.9	50.7	1.3138	0.6	3.0	35	46
1028	934	818	1743	987	20.1	57.0	1.3216	1.6	8.9	141	88
1138	1141	671	1927	1197	21.5	51.8	1.3129	2.6	14.8	199	104
1203	1185	649	1968	1328	22.9	48.7	1.3416	2.9	16.2	224	125
1193	1136	667	1924	1370	25.7	41.0	1.3351	2.8	14.6	245	151
1049	898	858	1671	921	29.9	33.2	1.3793	1.9	8.0	153	113
1090	942	828	1713	876	32.9	28.0	1.3789	2	9.1	145	102
1070	976	808	1688	819	34.0	25.6	1.3363	2	10.0	130	108
1014	970	826	1684	763	34.7	22.6	1.2297	2	9.8	95	93
972	912	882	1596	675	35.5	20.3	1.1586	2	8.3	88	89
951	880	920	1539	637	35.9	18.8	1.0912	1.6	7.5	89	84
1033	1038	802	1690	826	36.2	18.6	1.0945	2.1	11.7	127	111
983	1094	817	1659	854	35.4	15.3	0.8613	2.4	13.3	149	115
973	1128	813	1642	894	32.9	15.5	0.7649	2.8	14.4	170	127
1083	1237	737	1786	1077	29.9	19.8	0.8211	3.4	17.9	210	129
1062	1176	763	1743	1121	28.1	22.4	0.8394	3.4	15.9	230	140
1011	1122	808	1680	1071	26.1	24.7	0.8233	2.7	14.2	203	137
1054	1110	765	1670	1167	25.0	28.7	0.8944	2.6	13.8	174	130
1013	1038	793	1598	1162	24.3	31.0	0.9268	2.3	11.7	164	121
870	823	975	1398	848	24.0	31.2	0.9190	1.2	6.2	76	79
857	769	1006	1390	759	22.4	34.9	0.9362	1	5.1	52	69
835	739	1036	1382	694	21.2	37.6	0.9355	0.9	4.5	47	61
769	606	1171	1314	610	19.5	42.4	0.9515	0.4	2.3	41	58
891	790	960	1466	816	18.6	45.8	0.9723	0.9	5.5	74	70
1037	993	779	1680	1158	19.7	44.1	1.0039	1.8	10.4	168	104
1090	1065	728	1773	1228	21.9	39.4	1.0243	2.2	12.4	176	109
1117	1118	716	1791	1323	24.5	34.3	1.0407	2.4	14.0	184	129
1109	1074	761	1734	1274	30.0	25.6	1.0674	2.3	12.7	187	144
961	939	912	1508	846	34.5	18.9	1.0168	1.6	9.0	118	101
985	919	918	1540	737	36.3	17.5	1.0411	1	8.5	89	90
960	909	910	1523	675	37.7	16.0	1.0231	1	8.2	70	86
927	806	1013	1446	559	38.3	15.8	1.0465	1	5.9	51	69
958	795	1002	1481	604	38.4	17.5	1.1609	1	5.6	52	65
1019	842	935	1565	729	37.2	20.5	1.2813	1.2	6.7	70	73
1010	816	955	1567	741	34.0	26.4	1.3781	1.3	6.1	80	73
1030	844	917	1599	747	32.3	30.4	1.4450	1.5	6.7	90	78
1100	946	827	1726	932	30.5	33.9	1.4564	1.9	9.2	111	98
1079	909	861	1686	928	29.2	37.8	1.5098	1.8	8.2	107	99
1036	859	900	1645	860	28.4	39.1	1.4881	1.4	7.0	73	83
1085	959	827	1747	963	27.7	40.6	1.4828	1.7	9.5	75	88
1214	1151	683	1938	1309	27.2	42.5	1.5069	2.7	15.1	144	117
1127	1041	728	1830	1266	26.5	44.8	1.5280	2.1	11.7	120	97
1038	950	776	1750	1181	25.5	47.6	1.5318	1.4	9.3	71	75
948	829	873	1638	937	25.2	47.8	1.5076	1	6.4	40	53
869	723	975	1522	789	23.2	52.3	1.4668	0.8	4.2	34	45
809	628	1127	1490	682	24.0	50.3	1.4811	0.5	2.6	27	42
833	641	1088	1496	717	23.5	51.2	1.4634	0.6	2.8	30	44
857	661	1083	1511	696	23.5	50.8	1.4520	0.6	3.1	40	50
966	820	913	1634	807	24.7	47.6	1.4597	1	6.2	56	60
1063	894	823	1688	1025	27.2	41.1	1.4611	1.6	7.9	104	100
1110	996	782	1771	1090	31.0	32.4	1.4294	1.9	10.5	121	111
1055	941	844	1648	932	35.2	24.8	1.3854	1.7	9.0	100	110
939	828	991	1486	639	37.8	18.5	1.1977	1.1	6.3	59	74
816	684	1195	1285	467	39.0	15.1	1.0424	1	3.5	42	56
841	712	1175	1339	476	41.3	12.8	0.9933	1	4.0	38	50
842	722	1163	1294	490	41.8	11.9	0.9476	1	4.2	40	54
990	852	967	1488	669	42.2	14.2	1.1609	1	6.9	70	90
1042	894	916	1537	800	41.4	15.5	1.2089	2	7.9	95	109
1089	893	879	1609	791	38.9	21.4	1.4605	2	7.9	90	110
1102	990	799	1685	849	34.3	26.0	1.3865	2	10.3	90	103
1095	996	799	1695	934	32.7	27.7	1.3439	2	10.5	111	120
1116	1075	761	1784	1081	30.5	30.4	1.3031	2	12.7	135	134
1105	1046	777	1751	1102	29.0	33.6	1.3277	2	11.9	146	137
1018	950	830	1636	914	28.2	36.6	1.3781	2	9.3	100	99
991	896	857	1616	926	27.2	38.9	1.3821	1	7.9	69	78
923	765	952	1508	786	26.7	40.0	1.3754	1	5.0	47	63
874	679	1049	1444	619	26.0	41.2	1.3598	1	3.4	26	41
838	632	1079	1438	634	24.0	46.6	1.3700	0	2.7	24	39
827	656	1075	1447	722	24.0	46.4	1.3689	1	3.1	55	60
901	763	984	1552	717	23.7	47.1	1.3602	1	5.0	47	54
1291	1316	603	2172	1445	23.6	47.3	1.3634	3	20.7	209	119
1441	1606	503	2568	1786	25.5	43.1	1.3891	6	32.4	348	159
1363	1410	565	2199	1791	28.5	36.8	1.4128	5	24.2	337	182
1218	1198	671	1907	1413	32.6	28.0	1.3566	3	16.6	280	183
1132	1091	751	1795	1092	36.3	23.4	1.3902	2	13.2	169	144
1103	1060	770	1748	940	37.5	21.5	1.3673	2	12.3	126	118
1081	1053	770	1773	883	39.6	19.0	1.3447	2	12.1	108	106
1079	1018	793	1739	850	40.1	19.3	1.4013	2	11.1	93	97
1167	1087	741	1820	928	40.4	20.0	1.4854	2	13.1	112	129
1148	1037	772	1720	835	39.9	20.1	1.4495	2	11.6	110	130
1221	1230	670	1905	1157	39.1	19.6	1.3542	3	17.7	188	163
1255	1283	640	2023	1232	37.0	21.9	1.3503	3	19.5	203	160
1245	1287	635	2067	1288	33.9	26.8	1.3899	3	19.7	167	140
1162	1151	687	1912	1143	31.9	30.6	1.4201	3	15.1	116	115
1079	1020	754	1760	1014	29.7	33.9	1.3874	2	11.1	89	92
1091	1038	744	1786	1088	28.6	36.8	1.4160	2	11.7	103	99
1085	1039	745	1790	1092	27.8	38.7	1.4187	2	11.7	100	96
1050	966	780	1748	1090	27.8	40.0	1.4691	2	9.7	86	80
941	814	873	1592	979	27.5	41.3	1.4962	1	6.0	52	65
891	705	980	1534	806	27.3	41.6	1.4906	0	3.9	27	46
863	652	1055	1504	816	25.9	45.1	1.4889	1	3.0	42	54
956	784	928	1634	934	25.3	47.6	1.5108	1	5.4	57	62
1384	1391	552	2316	1548	24.7	49.5	1.5201	3	23.5	228	102
1502	1631	459	2622	1858	27.1	43.1	1.5224	6	33.5	350	140
1219	1163	642	1963	1410	28.3	39.8	1.5053	3	15.5	232	121
1237	1157	663	1968	1334	32.4	32.3	1.5484	3	15.3	206	132
1181	1078	706	1870	1140	35.4	27.8	1.5733	2	12.8	159	122
1251	1154	682	1955	1111	35.5	27.4	1.5635	3	15.2	184	148
1214	1170	681	1963	1054	37.8	24.4	1.5722	3	15.7	136	133
1166	1062	726	1825	924	37.2	25.5	1.5914	2	12.3	124	130
1226	1157	683	1912	1041	37.2	25.6	1.6014	3	15.3	133	141
1265	1229	636	2040	1282	38.0	25.0	1.6312	3	17.6	156	172
1317	1338	593	2132	1362	37.1	26.9	1.6635	4	21.5	200	198
1372	1382	568	2268	1441	36.9	27.8	1.7099	4	23.2	202	181
1443	1443	543	2332	1559	34.7	31.9	1.7325	5	25.6	286	202
1200	1126	664	1979	1198	31.9	38.4	1.7897	3	14.3	141	120
1216	1130	655	1994	1246	30.5	42.3	1.8173	3	14.4	117	115
1160	1070	687	1929	1192	29.3	45.8	1.8362	2	12.6	110	112
1194	1106	667	1985	1194	28.2	48.1	1.8144	2	13.7	100	97
1199	1087	658	1954	1252	27.3	51.0	1.8287	3	13.1	112	100
965	818	844	1681	777	26.8	52.4	1.8141	1	6.1	35	47
961	801	850	1683	798	26.0	54.9	1.8141	1	5.8	33	44
864	629	1052	1558	728	26.9	51.8	1.8050	1	2.6	28	42
952	742	892	1656	953	24.6	59.1	1.8013	1	4.6	49	57
1009	875	797	1738	1060	26.4	53.1	1.7987	1	7.4	81	61
1225	1155	643	1992	1338	27.3	46.4	1.6542	2	15.2	178	106
1245	1202	628	2039	1622	28.4	40.4	1.5442	2.8	16.7	223	136
1265	1209	638	2015	1812	30.8	37.1	1.6169	2.9	17.0	290	157
1276	1241	642	2024	1784	34.2	30.7	1.6252	2.9	18.0	274	171
1232	1183	675	1920	1509	37.0	26.5	1.6352	3	16.1	278	190
1193	1097	698	1832	1139	36.6	27.8	1.6760	2.5	13.4	152	155
1162	1117	700	1857	1044	36.9	26.9	1.6477	2.3	14.0	118	139
1126	1097	723	1810	1015	39.3	22.2	1.5520	2.1	13.4	141	152
1089	993	801	1675	825	38.5	22.4	1.5018	1.9	10.4	131	143
1134	1073	747	1765	1022	39.7	20.4	1.4594	2.3	12.7	171	168
1388	1418	568	2250	1913	38.8	24.2	1.6433	4.2	24.5	287	226
1506	1499	506	2485	2043	33.5	38.0	1.9390	4.9	27.8	267	207
1352	1385	563	2205	1661	34.0	32.9	1.7251	4.9	23.3	280	197
1217	1227	641	2040	1404	31.9	33.7	1.5663	3.5	17.6	224	158
1149	1132	688	1936	1233	30.2	37.6	1.5870	2.5	14.5	137	124
1156	1129	688	1941	1181	28.9	41.0	1.6096	2.5	14.4	118	110
1180	1122	678	1921	1272	27.8	45.2	1.6604	2.6	14.2	128	112
1109	1080	696	1874	1190	27.1	47.4	1.6701	2.3	12.9	111	102
1032	974	763	1800	982	26.2	49.4	1.6555	1.5	9.9	66	77
893	767	918	1607	805	26.9	49.3	1.7196	0.9	5.1	36	50
850	664	1038	1568	727	24.9	54.6	1.6908	0.6	3.2	31	40
938	782	879	1685	1001	23.4	58.6	1.6651	0.8	5.4	75	66
948	828	858	1711	994	24.4	55.2	1.6604	0.9	6.4	66	60
1225	1214	625	2090	1322	25.1	54.3	1.7057	2.4	17.1	154	85
1380	1359	538	2337	1617	26.6	51.2	1.7565	3.9	22.3	239	120
1276	1138	628	2021	1430	28.2	47.1	1.7752	2.9	14.6	246	134
1246	1093	667	1942	1357	31.6	39.4	1.7969	2.7	13.3	261	149
1141	996	767	1805	994	34.2	31.8	1.6837	2	10.5	179	125
1199	1124	680	1940	1054	36.6	27.1	1.6352	2.4	14.2	159	132
1156	1056	710	1842	945	37.6	26.9	1.7150	2	12.2	111	114
1158	983	751	1803	808	38.1	26.3	1.7213	1.8	10.1	101	110
1163	1039	723	1814	888	37.8	26.9	1.7392	1.9	11.7	118	121
1078	1009	767	1730	787	37.8	22.7	1.4653	1.8	10.9	120	127
1244	1219	651	1949	1077	36.9	24.7	1.5134	2.9	17.3	177	157
1236	1239	637	1986	1106	34.5	28.5	1.5310	3.3	18.0	186	169
1364	1376	580	2168	1356	32.5	30.9	1.4875	4.4	22.9	235	179
1193	1196	675	1888	1152	30.9	30.4	1.3380	3.4	16.5	195	149
1078	985	778	1697	925	28.7	34.7	1.3457	1.9	10.2	106	111
1140	1035	726	1779	1059	27.7	39.3	1.4372	2.1	11.6	107	112
1239	1127	648	1930	1201	26.8	45.1	1.5645	2.5	14.3	134	120
1171	1093	669	1862	1205	26.1	45.3	1.5115	2.3	13.3	117	105
1065	977	736	1733	1103	25.9	46.1	1.5174	1.7	10.0	83	90
1024	882	791	1662	1072	25.3	47.6	1.5130	1.5	7.6	77	87
887	647	1046	1500	740	25.1	48.0	1.5115	0.5	2.9	50	61
993	795	888	1629	770	24.8	50.6	1.5654	0.8	5.6	60	63
1299	1225	620	2077	1327	25.7	49.7	1.6150	2.6	17.5	179	102
1529	1526	476	2559	1763	27.4	45.5	1.6396	4.9	29.0	300	149
1320	1210	595	2052	1477	29.3	40.0	1.6082	2.9	17.0	263	147
1226	1168	650	1952	1311	33.6	28.7	1.4693	2.8	15.6	265	158
1105	980	777	1745	980	34.6	27.7	1.4991	1.8	10.1	164	112
1160	1040	720	1810	961	35.6	27.2	1.5557	1.8	11.7	122	108
1125	1051	730	1771	923	36.9	23.3	1.4313	1.9	12.0	125	120
1099	1015	763	1732	839	38.8	20.7	1.4036	1.7	11.0	125	117
1124	1021	745	1735	827	38.1	22.6	1.4868	1.7	11.2	115	119
1105	995	778	1681	821	37.1	23.0	1.4229	1.9	10.5	162	149
1035	1043	804	1647	749	34.8	19.3	1.0543	2.1	11.8	149	174
1065	1110	757	1691	871	33.6	20.7	1.0590	2.4	13.8	161	163
1051	1220	739	1729	1077	31.4	18.5	0.8376	3	17.3	201	161
1073	1124	752	1688	1175	29.5	23.8	0.9623	2.8	14.2	209	154
1008	1004	817	1588	1125	27.4	27.1	0.9736	1.9	10.7	133	124
1090	1073	745	1693	1124	26.1	31.1	1.0338	2.1	12.7	133	122
1048	983	780	1643	1064	25.5	34.0	1.0935	2	10.1	134	119
1131	1087	705	1738	1240	24.0	37.8	1.1125	2.5	13.1	164	131
953	874	854	1528	899	24.2	37.3	1.1118	1.1	7.4	72	84
897	745	968	1461	807	23.4	40.6	1.1571	0.7	4.6	50	77
828	639	1077	1371	573	22.6	43.0	1.1629	0.4	2.8	27	41
892	739	964	1479	768	20.2	50.7	1.1844	0.7	4.5	74	68
914	809	912	1530	807	20.5	49.3	1.1760	0.7	5.9	69	69
1096	1017	722	1743	1204	21.4	48.0	1.2086	1.8	11.1	162	101
1173	1130	648	1885	1401	23.2	43.9	1.2344	2.3	14.4	208	120
1125	1016	712	1725	1256	25.3	40.7	1.2921	1.9	11.1	168	124
1079	976	781	1669	999	29.9	31.1	1.2883	1.7	9.9	139	113
974	930	872	1536	712	33.9	21.3	1.1067	1.3	8.8	104	97
977	973	865	1550	712	36.3	16.0	0.9465	1.5	9.9	99	94
912	873	946	1436	614	36.6	15.2	0.9177	1.3	7.4	89	86
896	817	992	1426	554	37.4	15.8	0.9998	0.8	6.1	57	70
896	822	1002	1391	722	37.9	15.0	0.9721	0.8	6.2	64	70
956	862	930	1479	636	38.0	16.8	1.0933	1.1	7.1	65	82
970	900	909	1524	664	36.9	17.5	1.0789	1.2	8.0	79	93
929	869	942	1454	624	35.3	17.0	0.9561	1.2	7.3	80	89
947	926	905	1484	659	31.9	20.4	0.9462	1.4	8.7	81	90
1003	880	864	1537	695	29.1	29.6	1.1792	1.1	7.5	59	67
1045	940	822	1658	920	27.4	33.4	1.2022	1.5	9.0	90	94
1125	1035	728	1726	1150	26.7	35.8	1.2318	2	11.6	122	109
1138	985	742	1710	1141	25.2	42.7	1.3473	1.9	10.2	120	103
1217	1060	660	1840	1227	24.0	51.9	1.5252	2.2	12.3	126	101
983	831	847	1585	887	24.5	44.4	1.3476	1.1	6.4	68	71
1007	864	816	1639	987	22.6	51.0	1.3805	1.1	7.2	65	71
914	725	949	1550	780	21.2	56.8	1.4094	0.6	4.3	38	49
886	702	971	1528	767	20.3	59.6	1.3994	0.6	3.8	31	43
899	708	972	1559	780	21.3	56.7	1.4178	0.6	4.0	40	44
942	723	968	1573	698	23.0	54.6	1.5177	0.6	4.2	36	42
1022	817	835	1669	821	23.7	54.3	1.5731	1.1	6.1	64	69
1009	810	859	1634	772	25.4	49.3	1.5732	1	6.0	56	65
1025	809	877	1606	690	29.6	37.7	1.5440	1	5.9	56	68
977	783	939	1543	586	33.9	26.2	1.3664	1	5.4	43	58
936	757	1007	1459	523	35.8	22.4	1.2933	0.8	4.9	40	52
884	703	1076	1394	488	37.9	18.8	1.2220	0.7	3.9	34	46
809	664	1185	1270	427	38.5	14.8	0.9942	0.4	3.2	28	40
852	718	1109	1307	468	39.3	14.5	1.0149	0.5	4.1	32	47
872	708	1106	1331	489	38.9	15.6	1.0613	0.6	4.0	39	56
839	752	1102	1298	515	37.9	12.7	0.8211	0.7	4.8	52	64
854	788	1064	1310	562	35.8	13.4	0.7749	0.9	5.5	60	71
971	942	900	1541	776	32.3	19.7	0.9345	1.6	9.1	104	103
985	944	866	1541	833	30.1	23.5	0.9869	1.6	9.1	102	97
1027	981	817	1631	1023	28.2	28.7	1.0806	1.7	10.1	120	108
1012	876	853	1580	967	26.0	35.7	1.1842	1.3	7.4	89	87
1086	973	766	1656	1089	25.3	39.2	1.2452	1.9	9.9	121	104
1025	939	790	1635	1103	24.7	38.7	1.1845	1.5	9.0	107	93
848	692	1034	1412	734	25.5	35.7	1.1499	0.6	3.7	41	55
839	652	1075	1405	671	22.5	43.2	1.1589	0.4	3.0	34	49
799	613	1120	1387	641	21.6	45.7	1.1665	0.4	2.4	38	43
879	792	906	1521	825	21.1	47.3	1.1654	0.7	5.6	59	57
1104	1125	697	1815	1179	21.6	44.1	1.1269	2	14.3	165	80
1344	1496	519	2311	1651	23.7	37.9	1.0988	3.9	27.7	287	134
1226	1272	632	1901	1474	26.0	30.1	0.9953	3.6	19.1	317	157
1157	1176	691	1779	1370	30.6	23.2	1.0010	3.2	15.9	330	175
1059	1060	798	1638	1141	34.1	19.1	1.0048	2.2	12.3	204	147
1076	1057	778	1633	1076	36.2	18.0	1.0636	2.2	12.2	189	140
1066	1041	783	1641	1036	37.4	17.3	1.0914	2.1	11.7	165	137
1049	994	813	1580	881	39.5	15.6	1.1020	1.8	10.4	139	123
1097	1074	776	1671	960	40.4	14.9	1.1033	2	12.7	156	138
1087	1018	791	1624	883	40.1	16.1	1.1699	1.8	11.1	130	132
1269	1269	633	1942	1221	39.3	18.9	1.3251	3	19.0	173	174
1328	1405	584	2072	1518	37.3	19.9	1.2437	4.3	24.1	302	203
1200	1270	654	1906	1264	33.6	22.9	1.1747	3.5	19.1	239	176
1098	1105	732	1768	1061	30.7	28.9	1.2501	2.5	13.6	139	125
1058	1004	776	1684	947	28.8	32.8	1.2776	1.8	10.7	92	98
1081	1025	738	1757	1059	27.3	36.8	1.3207	1.9	11.3	104	103
1062	962	776	1674	1030	26.2	39.7	1.3249	1.9	9.6	108	104
1078	971	752	1694	1065	25.4	43.0	1.3700	1.9	9.8	107	105
917	761	931	1497	893	25.8	41.0	1.3461	0.9	4.9	55	75
881	718	965	1510	837	23.3	48.4	1.3677	0.7	4.1	43	60
829	602	1123	1410	596	23.5	46.7	1.3361	0	2.2	23	36
913	743	931	1540	884	21.8	52.3	1.3539	0.7	4.6	65	66
1077	985	742	1780	1170	21.8	52.5	1.3529	1.6	10.2	165	97
1337	1386	565	2196	1596	22.9	49.1	1.3546	3.8	23.3	274	115
1467	1575	472	2460	1873	24.9	43.3	1.3422	5.1	31.0	369	145
1257	1227	611	1954	1608	26.7	39.4	1.3556	3.4	17.6	308	162
1227	1125	675	1835	1470	30.5	32.9	1.4135	2.6	14.3	227	147
1188	1108	693	1818	1275	34.2	27.2	1.4404	2.2	13.7	178	132
1301	1276	631	1953	1407	38.2	20.9	1.3701	3.4	19.3	267	179
1201	1278	657	1892	1302	39.6	16.9	1.2028	3.4	19.3	278	174
1058	1026	794	1622	931	39.9	15.8	1.1410	1.8	11.3	165	132
1037	1075	789	1604	917	40.2	13.9	1.0200	2	12.7	172	151
1055	1157	762	1674	985	39.6	13.2	0.9332	2.4	15.3	216	168
1179	1364	661	1845	1265	39.5	12.6	0.8894	3.8	22.5	306	192
1298	1430	632	1946	2475	37.9	13.9	0.9015	4.4	25.0	317	194
1213	1327	654	1864	2021	34.2	17.9	0.9444	3.9	21.1	251	155
1233	1398	613	1975	1834	32.6	20.6	0.9939	4	23.8	230	159
1086	1145	737	1717	1426	30.4	23.2	0.9889	2.5	14.9	154	125
1056	1078	765	1668	1272	28.8	25.1	0.9793	2.1	12.8	137	108
1138	1128	681	1737	1490	27.8	29.9	1.1018	2.4	14.3	133	110
1112	1128	675	1771	1440	26.9	32.6	1.1381	2.1	14.3	117	99
992	948	773	1609	1271	26.3	33.7	1.1377	1.6	9.2	106	95
895	767	931	1463	985	25.7	33.9	1.1065	0.8	5.1	55	69
828	626	1073	1362	754	25.5	34.6	1.1096	0.4	2.6	27	45
894	709	997	1432	853	24.0	37.8	1.1077	0.5	4.0	46	53
1072	976	740	1673	1340	23.9	39.3	1.1522	1.3	9.9	144	88
1425	1486	512	2305	1869	24.8	38.4	1.1808	4.1	27.3	392	136
1428	1500	496	2275	2021	26.9	34.4	1.2036	4.1	27.9	358	141
1359	1415	572	2081	1902	29.6	28.7	1.1706	4	24.5	381	189
1182	1122	730	1707	1527	34.6	21.1	1.1398	2.2	14.2	261	166
1117	1045	761	1623	1260	38.3	17.0	1.1216	2	11.9	207	154
1119	1088	741	1640	1124	40.4	14.5	1.0736	2	13.1	155	149
1068	1152	739	1683	1309	42.6	9.6	0.8012	2.2	15.1	193	142
1090	1120	743	1629	1283	42.5	10.2	0.8478	2.2	14.1	195	130
1056	1024	792	1555	1068	41.0	11.6	0.8872	1.8	11.3	159	121
1098	1007	799	1546	937	41.3	13.0	1.0154	1.8	10.8	120	116
1318	1339	635	1925	1416	39.2	14.5	1.0106	3.3	21.5	228	177
1348	1347	599	1903	1611	36.9	17.9	1.0960	4.3	21.8	348	233
1502	1546	538	2199	1919	35.6	20.4	1.1646	5.3	29.8	337	223
1373	1364	597	2005	1745	33.7	22.6	1.1658	4.3	22.5	282	184
1397	1346	580	2017	1837	31.5	27.8	1.2671	3.6	21.8	228	165
1286	1214	620	1880	1759	31.1	29.3	1.3055	2.4	17.1	168	132
1222	1161	661	1827	1593	30.2	30.9	1.3026	2.1	15.4	173	122
1069	983	749	1627	1357	29.8	30.2	1.2502	1.2	10.2	87	88
1011	864	809	1532	1231	28.4	32.5	1.2361	0.9	7.2	65	79
962	803	853	1507	1066	27.5	34.0	1.2310	0.6	5.8	43	60
986	784	839	1503	1204	25.6	38.8	1.2545	0.6	5.4	66	74
990	821	848	1511	1079	27.5	34.6	1.2518	0.6	6.2	57	62
1296	1208	603	1914	1593	25.9	37.4	1.2289	2.2	16.9	231	115
1371	1384	545	2082	1745	28.5	32.5	1.2441	3.2	23.2	219	119
1385	1240	596	1919	1847	29.5	32.7	1.3229	3	18.0	288	155
1381	1227	595	1903	1845	29.8	33.1	1.3693	2.7	17.6	312	162
1396	1306	587	1934	1886	33.4	26.8	1.3586	3.2	20.3	361	189
